N° de Local,Nombre,Apertura,Cierre,Día Semana 1,Fecha 1,Día
NP-2,XIC-XOC,11:49,07:58,DOMINGO,2024-09-01,Domingo
NP-2,XIC-XOC,09:48,08:59,LUNES,2024-09-02,Lunes
NP-2,XIC-XOC,09:03,09:03,MARTES,2024-09-03,Martes
NP-2,XIC-XOC,09:16,09:00,MIÉRCOLES,2024-09-04,Miércoles
NP-2,XIC-XOC,08:43,09:01,JUEVES,2024-09-05,Jueves
NP-2,XIC-XOC,09:37,09:00,VIERNES,2024-09-06,Viernes
NP-2,XIC-XOC,09:27,08:59,SÁBADO,2024-09-07,Sábado
NP-2,XIC-XOC,11:52,08:09,DOMINGO,2024-09-08,Domingo
NP-2,XIC-XOC,09:40,09:08,LUNES,2024-09-09,Lunes
NP-2,XIC-XOC,09:52,09:03,MARTES,2024-09-10,Martes
NP-2,XIC-XOC,09:37,09:01,MIÉRCOLES,2024-09-11,Miércoles
NP-2,XIC-XOC,09:46,09:04,JUEVES,2024-09-12,Jueves
NP-2,XIC-XOC,09:55,09:02,SÁBADO,2024-09-14,Sábado
NP-2,XIC-XOC,09:31,08:59,DOMINGO,2024-09-15,Domingo
NP-2,XIC-XOC,09:40,08:58,LUNES,2024-09-16,Lunes
NP-2,XIC-XOC,09:47,09:04,MARTES,2024-09-17,Martes
NP-2,XIC-XOC,09:50,09:05,MIÉRCOLES,2024-09-18,Miércoles
NP-2,XIC-XOC,09:24,08:59,JUEVES,2024-09-19,Jueves
NP-2,XIC-XOC,09:57,09:02,VIERNES,2024-09-20,Viernes
NP-2,XIC-XOC,09:09,09:01,SÁBADO,2024-09-21,Sábado
NP-2,XIC-XOC,12:12,07:57,DOMINGO,2024-09-22,Domingo
NP-2,XIC-XOC,08:57,09:01,LUNES,2024-09-23,Lunes
NP-2,XIC-XOC,09:04,09:00,MARTES,2024-09-24,Martes
NP-2,XIC-XOC,09:02,09:02,MIÉRCOLES,2024-09-25,Miércoles
NP-2,XIC-XOC,09:07,09:01,JUEVES,2024-09-26,Jueves
NP-2,XIC-XOC,09:25,09:02,VIERNES,2024-09-27,Viernes
NP-2,XIC-XOC,09:15,08:57,SÁBADO,2024-09-28,Sábado
NP-2,XIC-XOC,11:54,08:03,DOMINGO,2024-09-29,Domingo
NP-2,XIC-XOC,09:33,09:02,LUNES,2024-09-30,Lunes
NP-3,PAVITA'S,11:22,08:00,DOMINGO,2024-09-01,Domingo
NP-3,PAVITA'S,09:48,09:05,LUNES,2024-09-02,Lunes
NP-3,PAVITA'S,09:55,09:04,MARTES,2024-09-03,Martes
NP-3,PAVITA'S,09:40,09:00,MIÉRCOLES,2024-09-04,Miércoles
NP-3,PAVITA'S,10:08,09:06,JUEVES,2024-09-05,Jueves
NP-3,PAVITA'S,09:43,09:00,VIERNES,2024-09-06,Viernes
NP-3,PAVITA'S,09:45,09:00,SÁBADO,2024-09-07,Sábado
NP-3,PAVITA'S,11:34,08:04,DOMINGO,2024-09-08,Domingo
NP-3,PAVITA'S,09:47,09:04,LUNES,2024-09-09,Lunes
NP-3,PAVITA'S,09:52,08:59,MARTES,2024-09-10,Martes
NP-3,PAVITA'S,09:53,09:15,MIÉRCOLES,2024-09-11,Miércoles
NP-3,PAVITA'S,99:58,09:04,JUEVES,2024-09-12,Jueves
NP-3,PAVITA'S,09:38,09:03,SÁBADO,2024-09-14,Sábado
NP-3,PAVITA'S,09:49,09:02,DOMINGO,2024-09-15,Domingo
NP-3,PAVITA'S,09:49,09:01,LUNES,2024-09-16,Lunes
NP-3,PAVITA'S,09:53,09:03,MARTES,2024-09-17,Martes
NP-3,PAVITA'S,09:51,09:05,MIÉRCOLES,2024-09-18,Miércoles
NP-3,PAVITA'S,09:58,09:00,JUEVES,2024-09-19,Jueves
NP-3,PAVITA'S,09:48,09:03,VIERNES,2024-09-20,Viernes
NP-3,PAVITA'S,09:49,09:01,SÁBADO,2024-09-21,Sábado
NP-3,PAVITA'S,11:42,08:02,DOMINGO,2024-09-22,Domingo
NP-3,PAVITA'S,09:57,09:03,LUNES,2024-09-23,Lunes
NP-3,PAVITA'S,09:58,09:00,MARTES,2024-09-24,Martes
NP-3,PAVITA'S,09:54,09:00,MIÉRCOLES,2024-09-25,Miércoles
NP-3,PAVITA'S,09:58,09:03,JUEVES,2024-09-26,Jueves
NP-3,PAVITA'S,10:07,09:03,VIERNES,2024-09-27,Viernes
NP-3,PAVITA'S,09:58,08:59,SÁBADO,2024-09-28,Sábado
NP-3,PAVITA'S,11:52,08:05,DOMINGO,2024-09-29,Domingo
NP-3,PAVITA'S,09:43,09:02,LUNES,2024-09-30,Lunes
NP-4,OPTICOLOR ,11:57,08:20,DOMINGO,2024-09-01,Domingo
NP-4,OPTICOLOR ,09:34,09:17,LUNES,2024-09-02,Lunes
NP-4,OPTICOLOR ,09:40,09:34,MARTES,2024-09-03,Martes
NP-4,OPTICOLOR ,09:44,09:06,MIÉRCOLES,2024-09-04,Miércoles
NP-4,OPTICOLOR ,10:03,09:18,JUEVES,2024-09-05,Jueves
NP-4,OPTICOLOR ,09:49,09:09,VIERNES,2024-09-06,Viernes
NP-4,OPTICOLOR ,09:49,09:01,SÁBADO,2024-09-07,Sábado
NP-4,OPTICOLOR ,11:59,08:16,DOMINGO,2024-09-08,Domingo
NP-4,OPTICOLOR ,09:46,09:10,LUNES,2024-09-09,Lunes
NP-4,OPTICOLOR ,09:49,09:07,MARTES,2024-09-10,Martes
NP-4,OPTICOLOR ,09:59,09:15,MIÉRCOLES,2024-09-11,Miércoles
NP-4,OPTICOLOR ,09:54,09:07,JUEVES,2024-09-12,Jueves
NP-4,OPTICOLOR ,09:52,09:04,SÁBADO,2024-09-14,Sábado
NP-4,OPTICOLOR ,09:35,09:53,DOMINGO,2024-09-15,Domingo
NP-4,OPTICOLOR ,09:39,09:19,LUNES,2024-09-16,Lunes
NP-4,OPTICOLOR ,10:05,09:15,MARTES,2024-09-17,Martes
NP-4,OPTICOLOR ,09:36,09:11,MIÉRCOLES,2024-09-18,Miércoles
NP-4,OPTICOLOR ,09:58,09:45,JUEVES,2024-09-19,Jueves
NP-4,OPTICOLOR ,09:27,09:25,VIERNES,2024-09-20,Viernes
NP-4,OPTICOLOR ,09:28,09:02,SÁBADO,2024-09-21,Sábado
NP-4,OPTICOLOR ,11:05,08:23,DOMINGO,2024-09-22,Domingo
NP-4,OPTICOLOR ,09:53,09:21,LUNES,2024-09-23,Lunes
NP-4,OPTICOLOR ,10:00,09:27,MARTES,2024-09-24,Martes
NP-4,OPTICOLOR ,09:49,09:29,MIÉRCOLES,2024-09-25,Miércoles
NP-4,OPTICOLOR ,10:03,09:09,JUEVES,2024-09-26,Jueves
NP-4,OPTICOLOR ,09:52,09:11,VIERNES,2024-09-27,Viernes
NP-4,OPTICOLOR ,09:44,09:12,SÁBADO,2024-09-28,Sábado
NP-4,OPTICOLOR ,11:30,08:00,DOMINGO,2024-09-29,Domingo
NP-4,OPTICOLOR ,09:30,09:10,LUNES,2024-09-30,Lunes
NP-5,FRANCIAS BOUTIQUE,11:58,08:04,DOMINGO,2024-09-01,Domingo
NP-5,FRANCIAS BOUTIQUE,08:59,09:06,LUNES,2024-09-02,Lunes
NP-5,FRANCIAS BOUTIQUE,09:18,09:14,MARTES,2024-09-03,Martes
NP-5,FRANCIAS BOUTIQUE,09:18,09:02,MIÉRCOLES,2024-09-04,Miércoles
NP-5,FRANCIAS BOUTIQUE,09:20,09:05,JUEVES,2024-09-05,Jueves
NP-5,FRANCIAS BOUTIQUE,09:20,09:09,VIERNES,2024-09-06,Viernes
NP-5,FRANCIAS BOUTIQUE,09:15,09:03,SÁBADO,2024-09-07,Sábado
NP-5,FRANCIAS BOUTIQUE,11:18,08:08,DOMINGO,2024-09-08,Domingo
NP-5,FRANCIAS BOUTIQUE,09:25,09:02,LUNES,2024-09-09,Lunes
NP-5,FRANCIAS BOUTIQUE,09:42,09:25,MARTES,2024-09-10,Martes
NP-5,FRANCIAS BOUTIQUE,09:36,09:09,MIÉRCOLES,2024-09-11,Miércoles
NP-5,FRANCIAS BOUTIQUE,09:35,09:06,JUEVES,2024-09-12,Jueves
NP-5,FRANCIAS BOUTIQUE,09:27,09:06,SÁBADO,2024-09-14,Sábado
NP-5,FRANCIAS BOUTIQUE,09:46,09:02,DOMINGO,2024-09-15,Domingo
NP-5,FRANCIAS BOUTIQUE,09:34,09:13,LUNES,2024-09-16,Lunes
NP-5,FRANCIAS BOUTIQUE,09:35,09:05,MARTES,2024-09-17,Martes
NP-5,FRANCIAS BOUTIQUE,09:32,09:04,MIÉRCOLES,2024-09-18,Miércoles
NP-5,FRANCIAS BOUTIQUE,09:20,09:07,JUEVES,2024-09-19,Jueves
NP-5,FRANCIAS BOUTIQUE,09:26,09:19,VIERNES,2024-09-20,Viernes
NP-5,FRANCIAS BOUTIQUE,08:57,09:06,SÁBADO,2024-09-21,Sábado
NP-5,FRANCIAS BOUTIQUE,11:05,08:03,DOMINGO,2024-09-22,Domingo
NP-5,FRANCIAS BOUTIQUE,09:22,09:04,LUNES,2024-09-23,Lunes
NP-5,FRANCIAS BOUTIQUE,09:57,09:10,MARTES,2024-09-24,Martes
NP-5,FRANCIAS BOUTIQUE,09:35,09:06,MIÉRCOLES,2024-09-25,Miércoles
NP-5,FRANCIAS BOUTIQUE,09:56,09:08,JUEVES,2024-09-26,Jueves
NP-5,FRANCIAS BOUTIQUE,08:58,09:19,VIERNES,2024-09-27,Viernes
NP-5,FRANCIAS BOUTIQUE,09:33,09:04,SÁBADO,2024-09-28,Sábado
NP-5,FRANCIAS BOUTIQUE,11:54,08:04,DOMINGO,2024-09-29,Domingo
NP-5,FRANCIAS BOUTIQUE,09:50,09:00,LUNES,2024-09-30,Lunes
NP-6 / NP-7,XC2 BLUE,11:46,08:02,DOMINGO,2024-09-01,Domingo
NP-6 / NP-7,XC2 BLUE,09:00,09:15,LUNES,2024-09-02,Lunes
NP-6 / NP-7,XC2 BLUE,09:00,09:14,MARTES,2024-09-03,Martes
NP-6 / NP-7,XC2 BLUE,08:58,09:11,MIÉRCOLES,2024-09-04,Miércoles
NP-6 / NP-7,XC2 BLUE,08:20,09:12,JUEVES,2024-09-05,Jueves
NP-6 / NP-7,XC2 BLUE,08:17,09:09,VIERNES,2024-09-06,Viernes
NP-6 / NP-7,XC2 BLUE,08:54,09:03,SÁBADO,2024-09-07,Sábado
NP-6 / NP-7,XC2 BLUE,12:02,08:15,DOMINGO,2024-09-08,Domingo
NP-6 / NP-7,XC2 BLUE,09:35,09:11,LUNES,2024-09-09,Lunes
NP-6 / NP-7,XC2 BLUE,07:59,09:01,MARTES,2024-09-10,Martes
NP-6 / NP-7,XC2 BLUE,08:06,09:05,MIÉRCOLES,2024-09-11,Miércoles
NP-6 / NP-7,XC2 BLUE,07:50,09:06,JUEVES,2024-09-12,Jueves
NP-6 / NP-7,XC2 BLUE,08:02,09:10,SÁBADO,2024-09-14,Sábado
NP-6 / NP-7,XC2 BLUE,07:58,09:00,DOMINGO,2024-09-15,Domingo
NP-6 / NP-7,XC2 BLUE,08:51,09:23,LUNES,2024-09-16,Lunes
NP-6 / NP-7,XC2 BLUE,08:41,09:15,MARTES,2024-09-17,Martes
NP-6 / NP-7,XC2 BLUE,07:55,09:10,MIÉRCOLES,2024-09-18,Miércoles
NP-6 / NP-7,XC2 BLUE,07:52,09:02,JUEVES,2024-09-19,Jueves
NP-6 / NP-7,XC2 BLUE,07:53,09:12,VIERNES,2024-09-20,Viernes
NP-6 / NP-7,XC2 BLUE,08:14,09:03,SÁBADO,2024-09-21,Sábado
NP-6 / NP-7,XC2 BLUE,12:06,08:10,DOMINGO,2024-09-22,Domingo
NP-6 / NP-7,XC2 BLUE,09:13,09:09,LUNES,2024-09-23,Lunes
NP-6 / NP-7,XC2 BLUE,07:50,09:22,MARTES,2024-09-24,Martes
NP-6 / NP-7,XC2 BLUE,07:59,09:03,MIÉRCOLES,2024-09-25,Miércoles
NP-6 / NP-7,XC2 BLUE,07:50,09:09,JUEVES,2024-09-26,Jueves
NP-6 / NP-7,XC2 BLUE,07:46,09:07,VIERNES,2024-09-27,Viernes
NP-6 / NP-7,XC2 BLUE,07:53,09:17,SÁBADO,2024-09-28,Sábado
NP-6 / NP-7,XC2 BLUE,11:56,08:09,DOMINGO,2024-09-29,Domingo
NP-6 / NP-7,XC2 BLUE,08:51,09:08,LUNES,2024-09-30,Lunes
NP-8,LILI PINK ,12:11,08:33,DOMINGO,2024-09-01,Domingo
NP-8,LILI PINK ,09:49,09:27,LUNES,2024-09-02,Lunes
NP-8,LILI PINK ,09:50,09:15,MARTES,2024-09-03,Martes
NP-8,LILI PINK ,08:55,08:58,MIÉRCOLES,2024-09-04,Miércoles
NP-8,LILI PINK ,09:56,09:08,JUEVES,2024-09-05,Jueves
NP-8,LILI PINK ,09:53,09:06,VIERNES,2024-09-06,Viernes
NP-8,LILI PINK ,09:49,09:15,SÁBADO,2024-09-07,Sábado
NP-8,LILI PINK ,11:54,08:05,DOMINGO,2024-09-08,Domingo
NP-8,LILI PINK ,10:01,09:03,LUNES,2024-09-09,Lunes
NP-8,LILI PINK ,10:27,09:26,MARTES,2024-09-10,Martes
NP-8,LILI PINK ,10:31,10:41,MIÉRCOLES,2024-09-11,Miércoles
NP-8,LILI PINK ,09:56,09:23,JUEVES,2024-09-12,Jueves
NP-8,LILI PINK ,10:08,09:27,SÁBADO,2024-09-14,Sábado
NP-8,LILI PINK ,11:03,09:22,DOMINGO,2024-09-15,Domingo
NP-8,LILI PINK ,08:44,09:18,LUNES,2024-09-16,Lunes
NP-8,LILI PINK ,10:05,09:46,MARTES,2024-09-17,Martes
NP-8,LILI PINK ,08:00,09:08,MIÉRCOLES,2024-09-18,Miércoles
NP-8,LILI PINK ,08:50,08:59,JUEVES,2024-09-19,Jueves
NP-8,LILI PINK ,10:02,09:52,VIERNES,2024-09-20,Viernes
NP-8,LILI PINK ,07:59,09:34,SÁBADO,2024-09-21,Sábado
NP-8,LILI PINK ,11:12,08:00,DOMINGO,2024-09-22,Domingo
NP-8,LILI PINK ,09:58,09:59,LUNES,2024-09-23,Lunes
NP-8,LILI PINK ,09:50,09:40,MARTES,2024-09-24,Martes
NP-8,LILI PINK ,09:58,09:32,MIÉRCOLES,2024-09-25,Miércoles
NP-8,LILI PINK ,09:58,10:00,JUEVES,2024-09-26,Jueves
NP-8,LILI PINK ,09:15,09:35,VIERNES,2024-09-27,Viernes
NP-8,LILI PINK ,10:18,09:06,SÁBADO,2024-09-28,Sábado
NP-8,LILI PINK ,11:55,09:59,DOMINGO,2024-09-29,Domingo
NP-8,LILI PINK ,10:12,09:04,LUNES,2024-09-30,Lunes
NP-9,MULTIMAX,11:15,08:05,DOMINGO,2024-09-01,Domingo
NP-9,MULTIMAX,09:38,09:07,LUNES,2024-09-02,Lunes
NP-9,MULTIMAX,09:44,09:36,MARTES,2024-09-03,Martes
NP-9,MULTIMAX,09:30,09:45,MIÉRCOLES,2024-09-04,Miércoles
NP-9,MULTIMAX,09:36,09:07,JUEVES,2024-09-05,Jueves
NP-9,MULTIMAX,09:40,09:06,VIERNES,2024-09-06,Viernes
NP-9,MULTIMAX,09:28,09:05,SÁBADO,2024-09-07,Sábado
NP-9,MULTIMAX,11:19,08:07,DOMINGO,2024-09-08,Domingo
NP-9,MULTIMAX,09:38,09:06,LUNES,2024-09-09,Lunes
NP-9,MULTIMAX,09:26,09:04,MARTES,2024-09-10,Martes
NP-9,MULTIMAX,09:25,10:10,MIÉRCOLES,2024-09-11,Miércoles
NP-9,MULTIMAX,09:36,09:11,JUEVES,2024-09-12,Jueves
NP-9,MULTIMAX,09:43,09:08,SÁBADO,2024-09-14,Sábado
NP-9,MULTIMAX,09:35,09:25,DOMINGO,2024-09-15,Domingo
NP-9,MULTIMAX,09:32,09:03,LUNES,2024-09-16,Lunes
NP-9,MULTIMAX,09:41,09:07,MARTES,2024-09-17,Martes
NP-9,MULTIMAX,09:29,09:04,MIÉRCOLES,2024-09-18,Miércoles
NP-9,MULTIMAX,09:28,09:07,JUEVES,2024-09-19,Jueves
NP-9,MULTIMAX,09:30,09:16,VIERNES,2024-09-20,Viernes
NP-9,MULTIMAX,09:44,09:09,SÁBADO,2024-09-21,Sábado
NP-9,MULTIMAX,11:28,08:10,DOMINGO,2024-09-22,Domingo
NP-9,MULTIMAX,09:41,09:09,LUNES,2024-09-23,Lunes
NP-9,MULTIMAX,09:35,09:10,MARTES,2024-09-24,Martes
NP-9,MULTIMAX,08:45,09:02,MIÉRCOLES,2024-09-25,Miércoles
NP-9,MULTIMAX,09:40,09:07,JUEVES,2024-09-26,Jueves
NP-9,MULTIMAX,09:50,09:13,VIERNES,2024-09-27,Viernes
NP-9,MULTIMAX,09:10,09:13,SÁBADO,2024-09-28,Sábado
NP-9,MULTIMAX,11:23,20:49,DOMINGO,2024-09-29,Domingo
NP-9,MULTIMAX,09:29,09:09,LUNES,2024-09-30,Lunes
NP-9  A,MR. PRICE,11:01,08:17,DOMINGO,2024-09-01,Domingo
NP-9  A,MR. PRICE,08:50,09:16,LUNES,2024-09-02,Lunes
NP-9  A,MR. PRICE,09:47,09:30,MARTES,2024-09-03,Martes
NP-9  A,MR. PRICE,09:16,10:14,MIÉRCOLES,2024-09-04,Miércoles
NP-9  A,MR. PRICE,10:00,09:25,JUEVES,2024-09-05,Jueves
NP-9  A,MR. PRICE,08:45,09:37,VIERNES,2024-09-06,Viernes
NP-9  A,MR. PRICE,08:53,09:42,SÁBADO,2024-09-07,Sábado
NP-9  A,MR. PRICE,11:43,08:22,DOMINGO,2024-09-08,Domingo
NP-9  A,MR. PRICE,09:39,09:30,LUNES,2024-09-09,Lunes
NP-9  A,MR. PRICE,08:52,09:40,MARTES,2024-09-10,Martes
NP-9  A,MR. PRICE,09:06,09:20,MIÉRCOLES,2024-09-11,Miércoles
NP-9  A,MR. PRICE,08:39,09:25,JUEVES,2024-09-12,Jueves
NP-9  A,MR. PRICE,09:08,09:10,SÁBADO,2024-09-14,Sábado
NP-9  A,MR. PRICE,08:57,09:22,DOMINGO,2024-09-15,Domingo
NP-9  A,MR. PRICE,09:12,09:08,LUNES,2024-09-16,Lunes
NP-9  A,MR. PRICE,09:39,09:46,MARTES,2024-09-17,Martes
NP-9  A,MR. PRICE,09:29,09:15,MIÉRCOLES,2024-09-18,Miércoles
NP-9  A,MR. PRICE,09:35,09:29,JUEVES,2024-09-19,Jueves
NP-9  A,MR. PRICE,09:02,09:25,VIERNES,2024-09-20,Viernes
NP-9  A,MR. PRICE,09:27,09:28,SÁBADO,2024-09-21,Sábado
NP-9  A,MR. PRICE,11:59,08:28,DOMINGO,2024-09-22,Domingo
NP-9  A,MR. PRICE,09:49,09:34,LUNES,2024-09-23,Lunes
NP-9  A,MR. PRICE,08:28,09:26,MARTES,2024-09-24,Martes
NP-9  A,MR. PRICE,08:45,09:13,MIÉRCOLES,2024-09-25,Miércoles
NP-9  A,MR. PRICE,09:16,09:19,JUEVES,2024-09-26,Jueves
NP-9  A,MR. PRICE,08:50,09:33,VIERNES,2024-09-27,Viernes
NP-9  A,MR. PRICE,09:13,09:44,SÁBADO,2024-09-28,Sábado
NP-9  A,MR. PRICE,11:53,08:28,DOMINGO,2024-09-29,Domingo
NP-9  A,MR. PRICE,08:11,09:33,LUNES,2024-09-30,Lunes
NP-10,MOVISTAR,11:55,08:05,DOMINGO,2024-09-01,Domingo
NP-10,MOVISTAR,09:56,09:07,LUNES,2024-09-02,Lunes
NP-10,MOVISTAR,08:53,09:20,MARTES,2024-09-03,Martes
NP-10,MOVISTAR,09:49,09:30,MIÉRCOLES,2024-09-04,Miércoles
NP-10,MOVISTAR,09:35,09:08,JUEVES,2024-09-05,Jueves
NP-10,MOVISTAR,08:50,09:06,VIERNES,2024-09-06,Viernes
NP-10,MOVISTAR,09:43,09:03,SÁBADO,2024-09-07,Sábado
NP-10,MOVISTAR,11:45,08:02,DOMINGO,2024-09-08,Domingo
NP-10,MOVISTAR,09:46,09:03,LUNES,2024-09-09,Lunes
NP-10,MOVISTAR,09:42,08:59,MARTES,2024-09-10,Martes
NP-10,MOVISTAR,09:37,09:03,MIÉRCOLES,2024-09-11,Miércoles
NP-10,MOVISTAR,09:30,09:07,JUEVES,2024-09-12,Jueves
NP-10,MOVISTAR,09:43,09:08,SÁBADO,2024-09-14,Sábado
NP-10,MOVISTAR,09:25,09:05,DOMINGO,2024-09-15,Domingo
NP-10,MOVISTAR,09:54,08:54,LUNES,2024-09-16,Lunes
NP-10,MOVISTAR,09:06,09:06,MARTES,2024-09-17,Martes
NP-10,MOVISTAR,09:51,09:03,MIÉRCOLES,2024-09-18,Miércoles
NP-10,MOVISTAR,09:50,08:56,JUEVES,2024-09-19,Jueves
NP-10,MOVISTAR,09:42,08:57,VIERNES,2024-09-20,Viernes
NP-10,MOVISTAR,09:35,09:00,SÁBADO,2024-09-21,Sábado
NP-10,MOVISTAR,11:27,07:58,DOMINGO,2024-09-22,Domingo
NP-10,MOVISTAR,09:47,08:59,LUNES,2024-09-23,Lunes
NP-10,MOVISTAR,09:30,09:00,MARTES,2024-09-24,Martes
NP-10,MOVISTAR,09:34,08:57,MIÉRCOLES,2024-09-25,Miércoles
NP-10,MOVISTAR,10:07,09:15,JUEVES,2024-09-26,Jueves
NP-10,MOVISTAR,09:50,09:02,VIERNES,2024-09-27,Viernes
NP-10,MOVISTAR,09:56,08:56,SÁBADO,2024-09-28,Sábado
NP-10,MOVISTAR,11:30,07:55,DOMINGO,2024-09-29,Domingo
NP-10,MOVISTAR,09:46,9+BM+P16:BJ16,LUNES,2024-09-30,Lunes
NP-12,RADICAL,10:18,08:12,DOMINGO,2024-09-01,Domingo
NP-12,RADICAL,08:51,09:30,LUNES,2024-09-02,Lunes
NP-12,RADICAL,09:47,09:32,MARTES,2024-09-03,Martes
NP-12,RADICAL,09:02,09:06,MIÉRCOLES,2024-09-04,Miércoles
NP-12,RADICAL,09:41,09:18,JUEVES,2024-09-05,Jueves
NP-12,RADICAL,09:32,09:18,VIERNES,2024-09-06,Viernes
NP-12,RADICAL,09:16,09:16,SÁBADO,2024-09-07,Sábado
NP-12,RADICAL,09:32,08:19,DOMINGO,2024-09-08,Domingo
NP-12,RADICAL,09:30,09:07,LUNES,2024-09-09,Lunes
NP-12,RADICAL,09:19,09:07,MARTES,2024-09-10,Martes
NP-12,RADICAL,09:10,09:12,MIÉRCOLES,2024-09-11,Miércoles
NP-12,RADICAL,09:49,09:07,JUEVES,2024-09-12,Jueves
NP-12,RADICAL,09:19,09:39,SÁBADO,2024-09-14,Sábado
NP-12,RADICAL,09:38,09:28,DOMINGO,2024-09-15,Domingo
NP-12,RADICAL,08:00,09:09,LUNES,2024-09-16,Lunes
NP-12,RADICAL,09:07,09:12,MARTES,2024-09-17,Martes
NP-12,RADICAL,09:05,09:20,MIÉRCOLES,2024-09-18,Miércoles
NP-12,RADICAL,09:35,09:07,JUEVES,2024-09-19,Jueves
NP-12,RADICAL,09:25,09:21,VIERNES,2024-09-20,Viernes
NP-12,RADICAL,08:53,09:31,SÁBADO,2024-09-21,Sábado
NP-12,RADICAL,11:44,08:26,DOMINGO,2024-09-22,Domingo
NP-12,RADICAL,09:40,09:30,LUNES,2024-09-23,Lunes
